arxiv_id,query,rank
2309.11858,how to achieve stable image reconstruction for linear computed tomography in different scenarios?,9649
2309.10783,can large language models perform multimodal video classification using text proxies alone?,5
2310.13103,how can integrating audio and visual cues with transformers improve deepfake detection accuracy?,10080
2311.03035,how can I make vision transformers faster while maintaining performance?,43507
2310.20695,how can I incorporate human body structure into masked image modeling pre-training?,775
2311.15876,how to use multimodal models for consecutive radiotherapy planning tasks without losing accuracy?,2076
2312.14481,how can I improve SAM for surgical instrument segmentation using part-level text prompts?,12351
2312.04746,how to train a multimodal model to reason across gigapixel-scale histopathology images?,2712
2310.1263,are vision transformer models effective for diagnosing heart disease from ECG images?,4396
2311.0924,can street view imagery be used to predict infectious disease transmission risks?,296
2310.04461,how to automate the acquisition schedule for dynamic processes in light microscopy?,44
2401.02433,how can diffusion models facilitate federated learning for multi-modal data fusion?,515
2311.11014,how to build a self-supervised content-based image retrieval system for medical lesions?,16
2311.02782,how well can large visual-linguistic models handle generic anomaly detection?,4553
2412.16859,how to improve semantic segmentation generalization using latent diffusion and adversarial learning?,1216
2410.20358,what is a robust method to reconstruct 3D human motion from video despite occlusions?,562
2412.05275,how can I transfer motion patterns between videos using pre-trained diffusion models?,392
2412.08771,how to compress visual tokens in MLLMs to handle multi-image or video inputs efficiently?,1530
2411.04642,how to integrate OCR and layout information into vision-language models?,3221
2411.18068,how to generate controllable multi-human images while handling complex occlusions?,903
2411.16721,what is an efficient way to steer vision-language models away from harmful adversarial inputs?,1089
2412.03347,how to leverage DINO features for temporally consistent subject-driven video editing?,728
2412.18966,what strategies exist for continual pre-training of text-to-video generation models?,2487
2412.02142,what are the common architectures and training methods used for personalizing multimodal large language models?,3012
2412.09389,how can I improve foreground-background consistency in diffusion-based video generation?,2512
2411.05307,how can multi-level perturbations improve semi-supervised semantic segmentation performance?,1972
2410.2028,how can masked autoregressive models be combined with diffusion to generate video at scale?,395
2411.01851,what is an effective feature extraction and matching pipeline for 3D reconstruction?,22
2412.10151,how can I evaluate the retrieval-augmented generation capabilities of vision-language models?,5093
2410.12761,how can I make text-to-image models safe without altering their weights or reducing output quality?,10561
2412.13376,how can I create adversarial perturbations that are effective across multiple viewing angles?,66
2412.18743,do object-centric models actually improve compositional generalization in visual scenes?,1694
2412.11381,how can I fine-tune the segment anything model for specialized X-ray CT inspection?,721
2412.19867,how can I quantize diffusion models using Winograd convolution without retraining on data?,10895
2512.22536,how can a planning-based agent maintain consistency in long-form video generation?,131
2511.06406,how can object detectors be made robust to missing modalities in infrared-visible tasks?,2162
2510.23956,how can I edit specific objects in a scene without changing the rest of the image?,1339
2512.02743,how can reasoning-aware fusion improve the detection of hate speech in multimedia content?,2783
2511.07301,how can vision foundation models be used to improve source-free object detection?,23237
2512.05941,how can zooming be used as a prior to improve element grounding in graphical user interfaces?,7112
2511.149,how can we improve the clinical reasoning and trustworthiness of vision-language models for skin diagnosis?,27100
2511.18152,how can latent diffusion models be used to recover fine details in blind image restoration?,17439
2511.10894,how can I use frozen vision foundation models for efficient probabilistic rainfall forecasting?,157
2511.19367,how can deep learning models be designed to follow standard clinical guidelines for lung cancer staging?,3077
2512.08477,how to perform intuitive point-based image editing while preserving texture and semantic context?,2994
2512.06521,how to build an adaptive AI pipeline for wildlife monitoring that handles diverse landscapes and weather?,10738
2511.17699,how do large language and vision-language models represent and process numerical information during counting?,43
2512.2302,how can a model perform 3D visual grounding for unseen or open-world object categories?,1100
2512.11941,how to improve zero-shot transfer for skeleton-based action recognition using fine-grained semantics?,12
2511.22048,how to align generative priors with input images for more stable and high-quality super-resolution?,532
2511.19835,how can we prune attention tokens in video diffusion models without losing generation quality?,5116
2512.08542,how to model color channel correlations to prevent artifacts in generative image models?,7458
2512.08243,what hybrid architecture works best for segmenting malignant breast lesions in ultrasound data?,17219
2512.21641,how to resolve language-based references to objects using multi-frame temporal context in driving scenes?,5
2606.00094,can modeling the underlying geometry of the data manifold improve image generation quality?,22784
2605.13586,how to generate physically plausible indoor scenes by decoupling object roles?,4
2605.20551,how can I balance retrieval speed and accuracy in visual place recognition systems?,24740
2605.24475,how to build a multi-view classification system that is robust to conflicting data sources?,6544
2606.08034,how can I test the robustness of vision-language models on multilingual STEM problems?,9060
2605.22066,how to perform 4D cardiac reconstruction from 2D echocardiography videos?,18
2606.0762,how can I estimate the reliability of vision transformers against bit-flips efficiently?,175
2605.22581,what is a robust method for floorplan localization using sparse image collections?,1438
2606.04365,how can I implement a set-prediction model for characterizing kidney lesions in CT volumes?,1108
2605.12495,how can I use reinforcement learning to improve multimodal generation without extra pre-training?,3329
2605.18349,are parameter-free attention modules effective for crowd counting in public transport?,2153
2605.14113,"how to create an interpretable, privacy-preserving agent for clinical report generation?",589
2606.02178,how can I detect AI-generated image forgeries by identifying intrinsic statistical anomalies?,213
2605.20901,what is an effective approach for anticipating short-term object interactions in egocentric videos?,1258
2605.22715,how can I create motion representations that transfer across different wearable device placements?,598
2605.01024,how can I improve multimodal emotion recognition when some modalities are unreliable?,5878
2605.16076,can ensemble deep learning improve the accuracy of plant disease detection on mobile devices?,4490
2605.20624,how can autoregressive diffusion models accelerate solving inverse problems in video?,7580
2605.07019,how can vision-language models efficiently process high-resolution text by selectively expanding details?,1260
2605.16427,which data augmentation methods best improve transferability for echocardiography segmentation?,7
